TIME(s);RPM(r/min);TPS(%);MAP(kPa);CLT(°C);IAT(°C);AOut(V);AccVoltage(V)
2331,37;797;0;16;96;33;0,00;15,22;
2331,40;797;0;16;96;33;0,00;15,22;
2331,43;797;0;16;96;33;0,00;15,22;
2331,47;807;0;18;96;33;0,00;15,22;
2331,52;807;0;16;96;33;0,00;15,22;
2331,54;807;0;16;96;33;0,00;15,22;
2331,56;807;0;16;96;33;0,00;15,22;
2331,59;807;0;16;96;33;0,00;15,22;
2331,62;823;0;16;96;33;0,00;15,22;
2331,65;823;0;16;96;33;0,00;15,22;
2331,68;823;0;16;96;33;0,00;15,22;
2331,73;823;0;17;96;33;0,00;15,22;
2331,75;820;0;16;96;33;0,00;15,22;
2331,77;820;0;16;96;33;0,00;15,22;
2331,80;820;0;16;96;33;0,00;15,22;
2331,83;820;0;16;96;33;0,00;15,22;
2331,87;820;0;16;96;33;0,00;15,22;
2331,90;801;0;16;96;33;0,00;15,22;
2331,95;801;0;17;96;33;0,00;15,22;
2331,97;801;0;16;96;33;0,00;15,22;
2331,99;801;0;16;96;33;0,00;15,22;
2332,03;801;0;16;96;33;0,00;15,22;
2332,05;799;0;17;96;33;0,00;15,22;
2332,08;799;0;18;96;33;0,00;15,22;
2332,12;799;0;17;96;33;0,00;15,22;
2332,16;799;0;16;96;33;0,00;15,22;
2332,18;799;0;16;96;33;0,00;15,22;
2332,21;799;0;16;96;33;0,00;15,22;
2332,24;799;0;18;96;33;0,00;15,22;
2332,27;799;0;17;96;33;0,00;15,22;
2332,31;799;0;16;96;33;0,00;15,22;
2332,33;800;0;17;96;33;0,00;15,22;
2332,39;800;0;16;96;33;0,00;15,22;
2332,40;800;0;16;96;33;0,00;15,22;
2332,43;800;0;16;96;33;0,00;15,22;
2332,46;800;0;16;96;33;0,00;15,22;
2332,49;805;0;16;96;33;0,00;15,22;
2332,52;805;0;16;96;33;0,00;15,22;
2332,56;805;0;16;96;33;0,00;15,22;
2332,61;805;0;16;96;33;0,00;15,22;
2332,63;805;0;16;96;33;0,00;15,22;
2332,65;819;0;16;96;33;0,00;15,22;
2332,68;819;0;17;96;33;0,00;15,22;
2332,71;819;0;16;96;33;0,00;15,22;
2332,74;819;0;16;98;33;0,00;15,22;
2332,77;821;0;16;96;33;0,00;15,22;
2332,81;821;0;16;96;33;0,00;15,22;
2332,84;821;0;16;96;33;0,00;15,22;
2332,87;821;0;16;96;33;0,00;15,22;
2332,90;821;0;16;96;33;0,00;15,22;
2332,93;812;0;17;98;33;0,00;15,22;
2332,97;812;0;16;96;33;0,00;15,22;
2332,99;812;0;18;96;33;0,00;15,22;
2333,04;812;0;16;96;33;0,00;15,22;
2333,06;812;0;17;96;33;0,00;15,22;
2333,08;807;0;16;96;33;0,00;15,22;
2333,12;807;0;16;96;33;0,00;15,22;
2333,15;807;0;16;96;33;0,00;15,22;
2333,18;807;0;16;96;33;0,00;15,22;
2333,22;790;0;16;96;33;0,00;15,22;
2333,26;790;0;16;96;33;0,00;15,22;
2333,28;790;0;16;96;33;0,00;15,22;
2333,30;790;0;16;96;33;0,00;15,22;
2333,34;790;0;16;96;33;0,00;15,22;
2333,37;790;0;16;96;33;0,00;15,22;
2333,40;785;0;17;96;33;0,00;15,22;
2333,43;785;0;16;96;33;0,00;15,22;
2333,48;785;0;17;96;33;0,00;15,22;
2333,49;785;0;16;96;33;0,00;15,22;
2333,53;785;0;16;96;33;0,00;15,22;
2333,56;798;0;16;96;33;0,00;15,22;
2333,59;798;0;16;96;33;0,00;15,22;
2333,62;798;0;17;96;33;0,00;15,22;
2333,65;798;0;16;96;33;0,00;15,22;
2333,70;813;0;17;96;33;0,00;15,22;
2333,72;813;0;16;96;33;0,00;15,22;
2333,74;813;0;16;98;33;0,00;15,22;
2333,77;813;0;16;96;33;0,00;15,22;
2333,80;813;0;17;96;33;0,00;15,22;
2333,83;811;0;16;96;33;0,00;15,22;
2333,87;811;0;16;96;33;0,00;15,22;
2333,91;811;0;16;96;33;0,00;15,22;
2333,93;811;0;16;96;33;0,00;15,22;
2333,96;811;0;16;96;33;0,00;15,22;
2333,99;813;0;16;96;33;0,00;15,22;
2334,02;813;0;17;96;33;0,00;15,22;
2334,06;813;0;16;96;33;0,00;15,22;
2334,08;813;0;17;96;33;0,00;15,22;
2334,13;813;0;16;96;33;0,00;15,22;
2334,15;800;0;16;95;33;0,00;15,22;
2334,18;800;0;16;96;33;0,00;15,22;
2334,21;800;0;16;96;33;0,00;15,22;
2334,24;800;0;17;96;33;0,00;15,22;
2334,27;800;0;16;96;33;0,00;15,22;
2334,30;800;0;16;96;33;0,00;15,22;
2334,35;800;0;18;96;33;0,00;15,22;
2334,39;800;0;16;96;33;0,00;15,22;
2334,42;800;0;17;96;33;0,00;15,22;
2334,43;791;0;17;96;33;0,00;15,22;
2334,46;798;0;17;96;33;0,00;15,22;
2334,61;798;0;17;96;33;0,00;15,22;
2334,65;798;0;16;96;33;0,00;15,22;
2334,68;798;0;17;96;33;0,00;15,22;
2334,73;805;0;16;96;33;0,00;15,22;
2334,91;805;0;16;96;33;0,00;15,22;
2334,93;805;0;16;96;33;0,00;15,22;
2334,96;805;0;16;96;33;0,00;15,22;
2335,01;792;0;17;96;33;0,00;15,22;
2335,15;792;0;16;96;33;0,00;15,22;
2335,20;764;0;17;96;33;0,00;15,22;
2335,22;764;0;17;96;33;0,00;15,22;
2335,24;712;0;20;96;33;0,00;15,14;
2335,44;712;0;18;96;33;0,00;15,14;
2335,47;712;0;19;96;33;0,00;15,14;
2335,49;712;0;18;96;33;0,00;15,14;
2335,55;685;0;20;96;33;0,00;15,06;
2335,67;685;0;20;96;33;0,00;15,06;
2335,69;685;0;23;96;33;0,00;15,06;
2335,71;649;0;20;96;33;0,00;15,06;
2335,78;649;0;22;96;33;0,00;15,06;
2335,80;649;0;21;96;33;0,00;15,14;
2335,83;649;0;21;96;33;0,00;15,22;
2335,87;649;0;21;96;33;0,00;15,22;
2335,90;662;0;22;96;33;0,00;15,22;
2335,93;662;0;20;96;33;0,00;15,22;
2336,00;662;0;22;96;33;0,00;15,22;
2336,03;662;0;22;96;33;0,00;15,29;
2336,06;756;0;20;96;33;0,00;15,29;
2336,08;756;0;20;96;33;0,00;15,29;
2336,12;756;0;19;96;33;0,00;15,29;
2336,15;756;0;19;96;33;0,00;15,29;
2336,21;843;0;19;96;33;0,00;15,29;
2336,22;843;0;19;96;33;0,00;15,29;
2336,24;843;0;19;96;33;0,00;15,29;
2336,27;843;0;19;96;33;0,00;15,29;
2336,31;843;0;20;96;33;0,00;15,29;
2336,33;878;0;20;96;33;0,00;15,29;
2336,37;878;0;17;96;33;0,00;15,29;
2336,45;878;0;17;96;33;0,00;15,29;
2336,46;898;0;16;96;33;0,00;15,29;
2336,61;855;0;16;96;33;0,00;15,29;
2336,66;855;0;16;96;33;0,00;15,29;
2336,69;855;0;17;96;33;0,00;15,22;
2336,71;781;0;17;96;33;0,00;15,22;
2336,87;781;0;20;98;33;0,00;15,22;
2336,92;781;0;18;96;33;0,00;15,22;
2336,94;724;0;20;96;33;0,00;15,22;
2336,96;724;0;19;96;33;0,00;15,22;
2337,12;698;0;19;96;33;0,00;15,22;
2337,16;698;0;21;96;33;0,00;15,14;
2337,18;698;0;20;96;33;0,00;15,14;
2337,21;657;0;22;96;33;0,00;15,14;
2337,40;657;0;23;96;33;0,00;15,14;
2337,42;657;0;22;96;33;0,00;15,14;
2337,44;657;0;25;96;33;0,00;15,14;
2337,46;656;0;21;96;33;0,00;15,29;
2337,64;734;0;23;96;33;0,00;15,29;
2337,66;734;0;22;96;33;0,00;15,29;
2337,71;734;0;21;96;33;0,00;15,29;
2337,75;815;0;19;96;33;0,00;15,29;
2337,90;815;0;20;96;33;0,00;15,29;
2337,92;836;0;19;96;33;0,00;15,29;
2337,97;836;0;21;96;33;0,00;15,29;
2337,99;796;0;20;96;33;0,00;15,22;
2338,14;796;0;21;98;33;0,00;15,22;
2338,20;796;0;20;96;33;0,00;15,22;
2338,22;796;0;20;96;33;0,00;15,22;
2338,24;742;0;21;98;33;0,00;15,14;
2338,38;712;0;22;96;33;0,00;15,14;
2338,43;712;0;21;96;33;0,00;15,14;
2338,46;712;0;21;96;33;0,00;15,14;
2338,49;712;0;23;96;33;0,00;15,06;
2338,52;712;0;21;96;33;0,00;15,06;
2338,55;682;0;25;96;33;0,00;15,22;
2338,61;682;0;24;96;33;0,00;15,22;
2338,62;682;0;23;96;33;0,00;15,14;
2338,65;682;0;23;96;33;0,00;15,14;
2338,68;682;0;25;96;33;0,00;14,98;
2338,71;682;0;24;96;33;0,00;15,06;
2338,74;682;0;24;96;33;0,00;15,22;
2338,77;643;0;24;98;33;0,00;15,22;
2338,83;643;0;27;96;33;0,00;15,14;
2338,85;643;0;24;96;33;0,00;15,14;
2338,87;643;0;27;96;33;0,00;14,98;
2338,90;643;0;26;96;33;0,00;15,14;
2338,93;643;0;27;96;33;0,00;15,29;
2338,96;605;0;26;96;33;0,00;15,37;
2338,99;605;0;28;96;33;0,00;15,14;
2339,05;605;0;27;96;33;0,00;15,14;
2339,07;605;0;27;96;33;0,00;15,06;
2339,08;605;0;28;96;33;0,00;15,22;
2339,12;605;0;30;96;33;0,00;15,22;
2339,15;605;0;27;96;33;0,00;15,45;
2339,18;612;0;27;96;33;0,00;15,45;
2339,22;612;0;27;98;33;0,00;15,22;
2339,28;612;0;27;96;33;0,00;15,29;
2339,30;612;0;28;96;33;0,00;15,29;
2339,34;689;0;28;96;33;0,00;15,37;
2339,37;689;0;27;96;33;0,00;15,29;
2339,40;689;0;26;98;33;0,00;15,29;
2339,43;689;0;27;96;33;0,00;15,37;
2339,49;777;0;26;96;33;0,00;15,37;
2339,52;777;0;27;96;33;0,00;15,37;
2339,55;777;0;24;96;33;0,00;15,37;
2339,58;777;0;24;96;33;0,00;15,37;
2339,62;880;0;23;96;33;0,00;15,37;
2339,65;880;0;22;96;33;0,00;15,37;
2339,71;880;0;23;96;33;0,00;15,37;
2339,72;880;0;21;96;33;0,00;15,37;
2339,74;880;0;21;96;33;0,00;15,37;
2339,77;910;0;21;96;33;0,00;15,37;
2339,80;910;0;19;96;33;0,00;15,37;
2339,83;910;0;20;96;33;0,00;15,29;
2339,88;880;0;22;96;33;0,00;15,29;
2339,93;880;0;20;96;33;0,00;15,29;
2339,95;880;0;21;96;33;0,00;15,29;
2339,96;842;0;21;96;33;0,00;15,22;
2340,11;842;0;21;96;33;0,00;15,22;
2340,15;842;0;22;96;33;0,00;15,22;
2340,18;803;0;20;96;33;0,00;15,22;
2340,21;803;0;21;96;33;0,00;15,22;
2340,36;761;0;22;96;33;0,00;15,22;
2340,41;761;0;22;96;33;0,00;15,22;
2340,43;761;0;23;96;33;0,00;15,14;
2340,46;741;0;23;96;33;0,00;15,22;
2340,60;741;0;23;98;33;0,00;15,22;
2340,64;741;0;23;96;33;0,00;15,22;
2340,67;757;0;22;96;33;0,00;15,22;
2340,68;757;0;22;96;33;0,00;15,22;
2340,71;757;0;22;98;33;0,00;15,22;
2340,76;757;0;23;96;33;0,00;15,22;
2340,81;757;0;22;96;33;0,00;15,22;
2340,83;788;0;22;96;33;0,00;15,22;
2340,87;826;0;23;98;33;0,00;15,22;
2340,99;826;0;21;98;33;0,00;15,22;
2341,06;826;0;20;96;33;0,00;15,22;
2341,08;826;0;20;98;33;0,00;15,22;
2341,11;851;0;22;96;33;0,00;15,22;
2341,24;834;0;20;98;33;0,00;15,22;
2341,29;834;0;21;96;33;0,00;15,22;
2341,31;834;0;20;98;33;0,00;15,22;
2341,34;805;0;21;96;33;0,00;15,22;
2341,46;805;0;20;96;33;0,00;15,22;
2341,51;805;0;21;96;33;0,00;15,22;
2341,53;806;0;21;96;33;0,00;15,22;
2341,58;806;0;21;98;33;0,00;15,22;
2341,69;808;0;21;96;33;0,00;15,22;
2341,73;808;0;21;96;33;0,00;15,22;
2341,75;808;0;19;98;33;0,00;15,22;
2341,77;808;0;20;98;33;0,00;15,22;
2341,80;808;0;22;98;33;0,00;15,22;
2341,83;827;0;20;96;33;0,00;15,22;
2341,89;827;0;20;98;33;0,00;15,22;
2341,91;827;0;20;96;33;0,00;15,22;
2341,93;827;0;18;96;33;0,00;15,22;
2341,96;827;0;19;98;33;0,00;15,22;
2341,99;856;0;18;98;33;0,00;15,22;
2342,03;856;0;19;96;33;0,00;15,22;
2342,05;856;0;21;96;33;0,00;15,22;
2342,11;856;0;19;96;33;0,00;15,22;
2342,14;832;0;21;96;33;0,00;15,22;
2342,15;832;0;19;96;33;0,00;15,22;
2342,18;832;0;19;98;33;0,00;15,22;
2342,22;832;0;19;98;33;0,00;15,22;
2342,24;832;0;20;96;33;0,00;15,22;
2342,27;802;0;20;96;33;0,00;15,22;
2342,33;802;0;22;98;33;0,00;15,22;
2342,35;802;0;20;96;33;0,00;15,22;
2342,37;802;0;20;98;33;0,00;15,22;
2342,40;802;0;22;96;33;0,00;15,22;
2342,43;771;0;23;98;33;0,00;15,22;
2342,46;771;0;22;98;33;0,00;15,22;
2342,49;771;0;20;98;33;0,00;15,22;
2342,56;771;0;20;98;33;0,00;15,22;
2342,58;794;0;21;98;33;0,00;15,22;
2342,62;794;0;22;96;33;0,00;15,22;
2342,65;794;0;22;96;33;0,00;15,22;
2342,68;794;0;20;96;33;0,00;15,22;
2342,71;845;0;19;96;33;0,00;15,22;
2342,77;845;0;18;98;33;0,00;15,22;
2342,80;845;0;18;98;33;0,00;15,22;
2342,83;845;0;18;98;33;0,00;15,22;
2342,87;867;0;19;98;33;0,00;15,22;
2342,90;867;0;19;98;33;0,00;15,22;
2342,93;867;0;21;98;33;0,00;15,22;
2343,00;827;0;18;98;33;0,00;15,22;
2343,02;827;0;18;98;33;0,00;15,22;
2343,05;827;0;19;98;33;0,00;15,22;
2343,08;827;0;21;98;33;0,00;15,14;
2343,12;827;0;22;98;33;0,00;15,14;
2343,15;769;0;20;98;33;0,00;15,14;
2343,21;769;0;21;98;33;0,00;15,14;
2343,23;769;0;21;96;33;0,00;15,14;
2343,24;769;0;22;98;33;0,00;15,14;
2343,27;769;0;21;98;33;0,00;15,14;
2343,30;769;0;20;96;33;0,00;15,14;
2343,33;760;0;21;98;33;0,00;15,14;
2343,37;760;0;22;98;33;0,00;15,22;
2343,43;760;0;20;98;33;0,00;15,22;
2343,45;760;0;23;98;33;0,00;15,22;
2343,47;798;0;22;96;33;0,00;15,22;
2343,49;798;0;21;98;33;0,00;15,22;
2343,53;798;0;19;96;33;0,00;15,22;
2343,55;798;0;19;98;33;0,00;15,22;
2343,58;837;0;20;96;33;0,00;15,22;
2343,64;837;0;19;98;33;0,00;15,22;
2343,66;837;0;20;98;33;0,00;15,22;
2343,68;837;0;19;98;33;0,00;15,22;
2343,72;837;0;21;98;33;0,00;15,22;
2343,74;867;0;19;98;33;0,00;15,22;
2343,77;867;0;19;98;33;0,00;15,22;
2343,80;867;0;19;98;33;0,00;15,22;
2343,86;867;0;20;96;33;0,00;15,22;
2343,88;867;0;18;98;33;0,00;15,22;
2343,90;842;0;19;98;33;0,00;15,22;
2343,93;842;0;20;98;33;0,00;15,22;
2343,96;842;0;21;96;33;0,00;15,22;
2343,99;842;0;19;96;33;0,00;15,22;
2344,02;798;0;20;98;33;0,00;15,22;
2344,08;798;0;20;98;33;0,00;15,22;
2344,11;798;0;20;98;33;0,00;15,22;
2344,12;798;0;20;98;33;0,00;15,22;
2344,15;798;0;20;96;33;0,00;15,22;
2344,18;798;0;20;96;33;0,00;15,22;
2344,21;753;0;21;96;33;0,00;15,22;
2344,24;753;0;21;98;33;0,00;15,22;
2344,29;753;0;23;98;33;0,00;15,22;
2344,31;753;0;20;98;33;0,00;15,22;
2344,34;760;0;23;96;33;0,00;15,22;
2344,39;760;0;21;98;33;0,00;15,22;
2344,51;821;0;19;101;33;0,00;15,22;
2344,55;821;0;21;98;33;0,00;15,22;
2344,57;821;0;20;98;33;0,00;15,22;
2344,58;821;0;19;98;33;0,00;15,22;
2344,62;821;0;18;98;33;0,00;15,22;
2344,65;874;0;19;98;33;0,00;15,22;
2344,68;874;0;20;98;33;0,00;15,22;
2344,74;874;0;19;96;33;0,00;15,22;
2344,77;874;0;19;96;33;0,00;15,22;
2344,80;832;0;19;98;33;0,00;15,22;
2344,83;832;0;19;98;33;0,00;15,22;
2344,87;832;0;22;98;33;0,00;15,14;
2344,90;774;0;19;96;33;0,00;15,14;
2344,96;774;0;20;98;33;0,00;15,14;
2344,98;774;0;20;98;33;0,00;15,14;
2345,00;774;0;21;98;33;0,00;15,14;
2345,02;774;0;22;98;33;0,00;15,14;
2345,05;774;0;21;98;33;0,00;15,14;
2345,08;774;0;20;96;33;0,00;15,14;
2345,12;748;0;23;98;33;0,00;15,14;
2345,18;748;0;21;98;33;0,00;15,14;
2345,19;748;0;23;98;33;0,00;15,14;
2345,21;748;0;21;98;33;0,00;15,14;
2345,24;748;0;21;98;33;0,00;15,14;
2345,27;751;0;21;98;33;0,00;15,14;
2345,30;751;0;23;98;33;0,00;15,14;
2345,33;751;0;21;98;33;0,00;15,22;
2345,40;751;0;21;98;33;0,00;15,22;
2345,42;800;0;21;98;33;0,00;15,22;
2345,43;800;0;20;98;33;0,00;15,22;
2345,46;800;0;20;98;33;0,00;15,22;
2345,49;800;0;21;98;33;0,00;15,22;
2345,52;800;0;22;98;33;0,00;15,22;
2345,55;828;0;20;98;33;0,00;15,22;
2345,61;828;0;20;98;33;0,00;15,22;
2345,64;828;0;22;96;33;0,00;15,22;
2345,65;828;0;19;90;33;0,00;15,22;
2345,68;828;0;19;96;33;0,00;15,22;
2345,71;837;0;19;98;33;0,00;15,22;
2345,74;837;0;20;98;33;0,00;15,22;
2345,78;837;0;19;98;33;0,00;15,22;
2345,83;837;0;21;98;33;0,00;15,22;
2345,85;806;0;19;96;33;0,00;15,22;
2345,87;806;0;19;98;33;0,00;15,22;
2345,90;806;0;20;98;33;0,00;15,22;
2345,93;806;0;23;98;33;0,00;15,14;
2345,96;806;0;21;98;33;0,00;15,14;
2345,99;759;0;21;98;33;0,00;15,14;
2346,05;759;0;21;98;33;0,00;15,14;
2346,07;759;0;21;98;33;0,00;15,14;
2346,09;759;0;24;98;33;0,00;15,14;
2346,12;759;0;21;98;33;0,00;15,14;
2346,15;759;0;20;96;33;0,00;15,22;
2346,18;763;0;21;98;33;0,00;15,22;
2346,21;763;0;23;98;33;0,00;15,22;
2346,27;763;0;22;98;33;0,00;15,22;
2346,30;791;0;20;96;33;0,00;15,22;
2346,33;791;0;20;98;33;0,00;15,22;
2346,37;791;0;21;98;33;0,00;15,22;
2346,40;791;0;20;98;33;0,00;15,22;
2346,45;824;0;20;98;33;0,00;15,22;
2346,50;824;0;21;98;33;0,00;15,22;
2346,52;824;0;20;98;33;0,00;15,22;
2346,55;832;0;20;98;33;0,00;15,22;
2346,70;832;0;20;98;33;0,00;15,22;
2346,75;806;0;19;98;33;0,00;15,22;
2346,77;806;0;19;98;33;0,00;15,22;
2346,80;785;0;20;98;33;0,00;15,22;
2346,96;785;0;22;98;33;0,00;15,22;
2347,01;785;0;20;98;33;0,00;15,22;
2347,03;785;0;21;98;33;0,00;15,22;
2347,05;819;0;21;98;33;0,00;15,22;
2347,24;819;0;19;96;33;0,00;15,22;
2347,25;819;0;19;98;33;0,00;15,22;
2347,28;819;0;21;98;33;0,00;15,22;
2347,30;862;0;18;98;33;0,00;15,22;
2347,46;862;0;20;98;33;0,00;15,22;
2347,48;862;0;18;98;33;0,00;15,22;
2347,49;874;0;18;98;33;0,00;15,22;
2347,52;874;0;19;98;33;0,00;15,22;
2347,58;874;0;18;98;33;0,00;15,22;
2347,60;874;0;20;98;33;0,00;15,22;
2347,62;842;0;20;98;33;0,00;15,22;
2347,65;842;0;18;96;33;0,00;15,22;
2347,68;842;0;18;96;33;0,00;15,22;
2347,71;842;0;18;98;33;0,00;15,22;
2347,74;831;0;18;98;33;0,00;15,22;
2347,81;831;0;19;98;33;0,00;15,22;
2347,83;831;0;19;98;33;0,00;15,22;
2347,87;831;0;18;98;33;0,00;15,22;
2347,90;831;0;18;98;33;0,00;15,22;
2347,93;814;0;18;98;33;0,00;15,22;
2347,96;814;0;20;98;33;0,00;15,22;
2348,02;814;0;19;95;33;0,00;15,22;
2348,05;794;0;19;96;33;0,00;15,22;
2348,08;794;0;18;98;33;0,00;15,22;
2348,12;794;0;19;98;33;0,00;15,22;
2348,15;794;0;22;98;33;0,00;15,22;
2348,18;776;0;19;98;33;0,00;15,22;
2348,24;776;0;19;98;33;0,00;15,22;
2348,27;776;0;19;98;33;0,00;15,22;
2348,30;776;0;21;98;33;0,00;15,22;
2348,33;776;0;20;98;33;0,00;15,22;
2348,37;786;0;21;98;33;0,00;15,22;
2348,40;786;0;20;96;33;0,00;15,22;
2348,46;786;0;19;98;33;0,00;15,22;
2348,49;786;0;19;98;33;0,00;15,22;
2348,53;835;0;19;98;33;0,00;15,22;
2348,55;835;0;20;98;33;0,00;15,22;
2348,58;835;0;19;98;33;0,00;15,22;
2348,62;868;0;18;98;33;0,00;15,22;
2348,69;868;0;18;98;33;0,00;15,22;
2348,71;868;0;18;96;33;0,00;15,22;
2348,74;868;0;18;98;33;0,00;15,22;
2348,77;842;0;19;98;33;0,00;15,22;
2348,93;802;0;20;98;33;0,00;15,22;
2348,98;802;0;18;98;33;0,00;15,22;
2349,00;802;0;19;98;33;0,00;15,22;
2349,02;788;0;19;98;33;0,00;15,22;
2349,18;788;0;18;98;33;0,00;15,22;
2349,19;788;0;19;98;33;0,00;15,22;
2349,21;788;0;21;98;33;0,00;15,22;
2349,24;821;0;20;98;33;0,00;15,22;
2349,28;821;0;18;96;33;0,00;15,22;
2349,33;821;0;20;98;33;0,00;15,22;
2349,35;821;0;17;98;33;0,00;15,22;
2349,37;821;0;17;98;33;0,00;15,22;
2349,40;861;0;18;98;33;0,00;15,22;
2349,43;861;0;18;98;33;0,00;15,22;
2349,47;861;0;18;98;33;0,00;15,22;
2349,49;864;0;19;98;33;0,00;15,22;
2349,55;864;0;17;98;33;0,00;15,22;
2349,57;864;0;19;98;33;0,00;15,22;
2349,59;864;0;18;98;33;0,00;15,22;
2349,62;864;0;17;98;33;0,00;15,22;
2349,65;864;0;17;98;33;0,00;15,22;
2349,68;848;0;17;96;33;0,00;15,22;
2349,71;848;0;18;98;33;0,00;15,22;
2349,78;848;0;20;98;33;0,00;15,22;
2349,80;809;0;17;98;33;0,00;15,22;
2349,83;809;0;18;98;33;0,00;15,22;
2349,87;809;0;18;98;33;0,00;15,22;
2349,90;809;0;19;98;33;0,00;15,22;
2349,93;782;0;20;98;33;0,00;15,22;
2350,00;782;0;19;98;33;0,00;15,22;
2350,03;782;0;19;98;33;0,00;15,22;
2350,05;782;0;19;98;33;0,00;15,22;
2350,08;782;0;19;98;33;0,00;15,22;
2350,12;795;0;20;98;33;0,00;15,22;
2350,15;795;0;18;98;33;0,00;15,22;
2350,21;795;0;18;98;33;0,00;15,22;
2350,23;795;0;18;98;33;0,00;15,22;
2350,24;795;0;18;96;33;0,00;15,22;
2350,27;830;0;17;98;33;0,00;15,22;
2350,30;830;0;18;98;33;0,00;15,22;
2350,33;830;0;18;98;33;0,00;15,22;
2350,37;861;0;19;100;33;0,00;15,22;
2350,43;861;0;17;98;33;0,00;15,22;
2350,45;861;0;19;98;33;0,00;15,22;
2350,47;861;0;17;98;33;0,00;15,22;
2350,49;861;0;17;98;33;0,00;15,22;
2350,52;861;0;17;96;33;0,00;15,22;
2350,56;861;0;17;98;33;0,00;15,22;
2350,58;861;0;18;98;33;0,00;15,22;
2350,64;861;0;17;98;33;0,00;15,22;
2350,66;861;0;18;98;33;0,00;15,22;
2350,68;829;0;19;98;33;0,00;15,22;
2350,71;829;0;17;98;33;0,00;15,22;
2350,74;829;0;17;96;33;0,00;15,22;
2350,78;829;0;17;98;33;0,00;15,22;
2350,80;801;0;19;98;33;0,00;15,22;
2350,86;801;0;17;98;33;0,00;15,22;
2350,88;801;0;20;98;33;0,00;15,22;
2350,90;801;0;18;98;33;0,00;15,22;
2350,93;801;0;18;98;33;0,00;15,22;
2350,96;801;0;18;98;33;0,00;15,22;
2350,99;806;0;18;98;33;0,00;15,22;
2351,02;806;0;19;98;33;0,00;15,22;
2351,09;806;0;18;98;33;0,00;15,22;
2351,12;816;0;18;98;33;0,00;15,22;
2351,15;816;0;17;98;33;0,00;15,22;
2351,18;816;0;18;96;33;0,00;15,22;
2351,21;816;0;19;98;33;0,00;15,22;
2351,24;813;0;19;98;33;0,00;15,22;
2351,31;813;0;18;96;33;0,00;15,22;
2351,33;813;0;17;98;33;0,00;15,22;
2351,37;813;0;18;98;33;0,00;15,22;
2351,40;813;0;19;98;33;0,00;15,22;
2351,43;809;0;19;98;33;0,00;15,22;
2351,46;809;0;18;98;33;0,00;15,22;
2351,52;809;0;18;98;33;0,00;15,22;
2351,54;809;0;17;98;33;0,00;15,22;
2351,55;809;0;17;98;33;0,00;15,22;
2351,58;822;0;17;98;33;0,00;15,22;
2351,62;822;0;18;98;33;0,00;15,22;
2351,65;822;0;19;98;33;0,00;15,22;
2351,68;818;0;19;98;33;0,00;15,22;
2351,74;818;0;17;98;33;0,00;15,22;
2351,77;818;0;17;98;33;0,00;15,22;
2351,80;818;0;18;98;33;0,00;15,22;
2351,83;818;0;18;98;33;0,00;15,22;
2351,87;801;0;19;98;33;0,00;15,22;
2351,90;801;0;18;98;33;0,00;15,22;
2351,96;801;0;19;98;33;0,00;15,22;
2351,99;801;0;18;98;33;0,00;15,22;
2352,00;801;0;19;98;33;0,00;15,22;
2352,02;785;0;20;98;33;0,00;15,22;
2352,05;785;0;19;98;33;0,00;15,22;
2352,08;785;0;18;96;33;0,00;15,22;
2352,12;785;0;20;98;33;0,00;15,22;
2352,18;783;0;18;98;33;0,00;15,22;
2352,19;783;0;19;98;33;0,00;15,22;
2352,21;783;0;20;96;33;0,00;15,22;
2352,24;783;0;20;98;33;0,00;15,22;
2352,28;783;0;18;98;33;0,00;15,22;
2352,30;783;0;19;98;33;0,00;15,22;
2352,33;793;0;19;98;33;0,00;15,22;
2352,39;793;0;18;96;33;0,00;15,22;
2352,42;793;0;21;98;33;0,00;15,22;
2352,43;793;0;20;98;33;0,00;15,22;
2352,46;818;0;18;96;33;0,00;15,22;
2352,49;818;0;18;98;33;0,00;15,22;
2352,52;818;0;18;98;33;0,00;15,22;
2352,55;818;0;19;98;33;0,00;15,22;
2352,61;818;0;17;98;33;0,00;15,22;
2352,62;847;0;18;98;33;0,00;15,22;
2352,65;847;0;18;98;33;0,00;15,22;
2352,68;847;0;18;98;33;0,00;15,22;
2352,71;847;0;17;98;33;0,00;15,22;
2352,74;847;0;17;96;33;0,00;15,22;
2352,77;848;0;18;98;33;0,00;15,22;
2352,83;848;0;17;98;33;0,00;15,22;
2352,85;848;0;17;98;33;0,00;15,22;
2352,87;848;0;19;98;33;0,00;15,22;
2352,90;814;0;19;96;33;0,00;15,22;
2352,93;814;0;17;98;33;0,00;15,22;
2352,96;814;0;17;98;33;0,00;15,22;
2352,99;814;0;19;98;33;0,00;15,22;
2353,06;780;0;19;98;33;0,00;15,22;
2353,08;780;0;18;98;33;0,00;15,22;
2353,12;780;0;17;98;33;0,00;15,22;
2353,15;780;0;17;98;33;0,00;15,22;
2353,18;780;0;18;98;33;0,00;15,22;
2353,21;777;0;18;98;33;0,00;15,22;
2353,27;777;0;19;98;33;0,00;15,22;
2353,28;777;0;18;96;33;0,00;15,22;
2353,30;777;0;18;98;33;0,00;15,22;
2353,33;777;0;18;98;33;0,00;15,22;
2353,37;790;0;19;98;33;0,00;15,22;
2353,40;790;0;20;98;33;0,00;15,22;
